"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"22419-82237","PG","Jacob","Jacob Pullen","Pullen","0","2","3500","PHI@MIN","PHI","MIN","","","",""
"22419-9534","PG","Aaron","Aaron Brooks","Brooks","3.55","10","3500","PHI@MIN","MIN","PHI","","","",""
"22419-23744","SF","Justin","Justin Anderson","Anderson","9.490000152587891","10","3500","PHI@MIN","PHI","MIN","O","Lower leg","",""
"22419-11074","SG","Garrett","Garrett Temple","Temple","16.28","25","3500","PHO@SAC","SAC","PHO","","","",""
"22419-12354","C","Cole","Cole Aldrich","Aldrich","1.3399999618530274","5","3500","PHI@MIN","MIN","PHI","","","",""
"22419-20805","SG","Troy","Troy Daniels","Daniels","8.710714067731585","28","3500","PHO@SAC","PHO","SAC","","","",""
"22419-9677","PF","Jared","Jared Dudley","Dudley","12.266666412353516","12","3500","PHO@SAC","PHO","SAC","","","",""
"22419-12368","SF","Nemanja","Nemanja Bjelica","Bjelica","13.205555386013454","18","3500","PHI@MIN","MIN","PHI","O","Foot","",""
"22419-15955","PF","James Michael","James Michael McAdoo","McAdoo","4","1","3500","PHI@MIN","PHI","MIN","","","",""
"22419-58081","PG","Tyus","Tyus Jones","Jones","13.062963415075231","27","3500","PHI@MIN","MIN","PHI","","","",""
"22419-43109","PF","Alec","Alec Peters","Peters","6.300000190734863","2","3500","PHO@SAC","PHO","SAC","","","",""
"22419-9448","SG","Jamal","Jamal Crawford","Crawford","14.277777777777779","27","3500","PHI@MIN","MIN","PHI","","","",""
"22419-66424","C","Justin","Justin Patton","Patton","0","0","3500","PHI@MIN","MIN","PHI","","","",""
"22419-15994","C","Jack","Jack Cooley","Cooley","4.699999809265137","1","3500","PHO@SAC","SAC","PHO","","","",""
