"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17434-9500","PF","Dirk","","Nowitzki","22.9499994913737","6","5900","DAL@NO","DAL","NO","","","",""
"17434-14496","PG","Ricky","","Rubio","23.9375","24","5800","ATL@MIN","MIN","ATL","","","",""
"17434-12474","PG","Patrick","","Beverley","25.439999389648438","20","5800","PHO@HOU","HOU","PHO","","","",""
"17434-9556","SG","Eric","","Gordon","25.606451219128026","31","5700","PHO@HOU","HOU","PHO","","","",""
"17434-9692","SG","Tyreke","","Evans","14.625","4","5700","DAL@NO","NO","DAL","","","",""
"17434-9799","SG","Wesley","","Matthews","24.386207317483837","29","5600","DAL@NO","DAL","NO","","","",""
"17434-23120","SF","T.J.","","Warren","25.223528693704043","17","5600","PHO@HOU","PHO","HOU","","","",""
"17434-14503","C","Jonas","","Valanciunas","26.137037489149307","27","5600","TOR@POR","TOR","POR","","","",""
"17434-9538","SF","Trevor","","Ariza","25.138709283644154","31","5600","PHO@HOU","HOU","PHO","","","",""
"17434-15771","PF","Gorgui","","Dieng","25.69310260641164","29","5600","ATL@MIN","MIN","ATL","","","",""
"17434-14518","PF","Tobias","","Harris","25.471874237060547","32","5500","CLE@DET","DET","CLE","","","",""
"17434-14523","PG","Reggie","","Jackson","23.199999722567473","11","5500","CLE@DET","DET","CLE","","","",""
"17434-15636","SG","Kentavious","","Caldwell-Pope","24.52903304561492","31","5500","CLE@DET","DET","CLE","","","",""
"17434-15628","SF","Otto","","Porter","27.482758620689655","29","5400","MIL@WAS","WAS","MIL","","","",""
"17434-17333","SG","Will","","Barton","24.516665988498264","18","5400","DEN@LAC","DEN","LAC","","","",""
"17434-20491","SF","Robert","","Covington","21.657691368689903","26","5300","PHI@SAC","PHI","SAC","","","",""
"17434-12350","PF","Trevor","","Booker","26.40370460792824","27","5300","CHA@BKN","BKN","CHA","","","",""
"17434-55059","C","Clint","","Capela","25.42142813546317","28","5300","PHO@HOU","HOU","PHO","O","Leg","",""
"17434-9495","PG","J.J.","","Barea","26.045454545454547","11","5300","DAL@NO","DAL","NO","GTD","Achilles","",""
"17434-9579","PF","Zach","","Randolph","24.89199951171875","25","5300","MEM@ORL","MEM","ORL","","","",""
"17434-14501","C","Tristan","","Thompson","23.351724558863147","29","5200","CLE@DET","CLE","DET","","","",""
"17434-9481","PF","Taj","","Gibson","24.851724558863147","29","5200","IND@CHI","CHI","IND","","","",""
"17434-9598","PF","Ersan","","Ilyasova","23.089654330549568","29","5200","PHI@SAC","PHI","SAC","","","",""
"17434-9666","PF","Thaddeus","","Young","23.567741147933468","31","5200","IND@CHI","IND","CHI","","","",""
"17434-14511","PF","Markieff","","Morris","24.15714372907366","28","5100","MIL@WAS","WAS","MIL","","","",""
"17434-9473","C","Tyson","","Chandler","23.03636308149858","22","5100","PHO@HOU","PHO","HOU","","","",""
"17434-15691","C","Cody","","Zeller","22.881481029369212","27","5100","CHA@BKN","CHA","BKN","","","",""
"17434-12359","SF","Evan","","Turner","19.44482842807112","29","5000","TOR@POR","POR","TOR","GTD","Ankle","",""
"17434-63124","PG","Emmanuel","","Mudiay","22.906896130792028","29","5000","DEN@LAC","DEN","LAC","","","",""
"17434-16178","SF","Maurice","","Harkless","22.361290716355846","31","5000","TOR@POR","POR","TOR","","","",""
"17434-15757","PF","Terrence","","Jones","22.326666259765624","30","5000","DAL@NO","NO","DAL","GTD","Illness","",""
"17434-15405","PF","JaMychal","","Green","21.809375762939453","32","4900","MEM@ORL","MEM","ORL","","","",""
"17434-14505","C","Bismack","","Biyombo","20.44193587764617","31","4900","MEM@ORL","ORL","MEM","","","",""
"17434-14539","PF","Jon","","Leuer","22.093549174647176","31","4900","CLE@DET","DET","CLE","","","",""
"17434-23825","PF","Nerlens","","Noel","10.324999809265137","4","4900","PHI@SAC","PHI","SAC","","","",""
"17434-12337","C","Greg","","Monroe","22.74444354021991","27","4800","MIL@WAS","MIL","WAS","","","",""
"17434-9873","C","Robin","","Lopez","22.68620773841595","29","4800","IND@CHI","CHI","IND","","","",""
"17434-58083","C","Jahlil","","Okafor","20.36","25","4800","PHI@SAC","PHI","SAC","","","",""
"17434-71420","PG","Sergio","","Rodriguez","22.064285278320312","28","4800","PHI@SAC","PHI","SAC","","","",""
"17434-24544","SG","Gary","","Harris","21.810000610351562","10","4700","DEN@LAC","DEN","LAC","","","",""
"17434-15520","SG","Sean","","Kilpatrick","23.934481916756464","29","4600","CHA@BKN","BKN","CHA","","","",""
"17434-14506","SG","Brandon","","Knight","19.84666748046875","30","4600","PHO@HOU","PHO","HOU","","","",""
"17434-9964","PG","Ty","","Lawson","18.883333333333333","30","4600","PHI@SAC","SAC","PHI","","","",""
"17434-9624","PG","Darren","","Collison","21.3227275501598","22","4600","PHI@SAC","SAC","PHI","","","",""
"17434-9647","SF","Thabo","","Sefolosha","20.362962510850693","27","4600","ATL@MIN","ATL","MIN","","","",""
"17434-15814","PF","Alex","","Len","21.510713849748885","28","4600","PHO@HOU","PHO","HOU","","","",""
"17434-16071","PG","Tim","","Frazier","25.70322541267641","31","4500","DAL@NO","NO","DAL","","","",""
"17434-23776","C","Montrezl","","Harrell","13.8227275501598","22","4500","PHO@HOU","HOU","PHO","","","",""
"17434-9526","SG","Monta","","Ellis","20.1374994913737","24","4500","IND@CHI","IND","CHI","O","Groin","",""
"17434-15758","SF","Michael","","Kidd-Gilchrist","21.631034061826508","29","4500","CHA@BKN","CHA","BKN","","","",""
"17434-15952","C","John","","Henson","19.115384615384617","26","4400","MIL@WAS","MIL","WAS","","","",""
"17434-9451","PF","Marvin","","Williams","19.829166412353516","24","4400","CHA@BKN","CHA","BKN","","","",""
"17434-9458","SG","Tony","","Allen","21.0839990234375","25","4400","MEM@ORL","MEM","ORL","","","",""
"17434-23407","SF","P.J.","","Tucker","16.88666687011719","30","4400","PHO@HOU","PHO","HOU","","","",""
"17434-14521","PF","Kenneth","","Faried","22.710343985721984","29","4300","DEN@LAC","DEN","LAC","","","",""
"17434-14522","PF","Nikola","","Mirotic","19.18148238570602","27","4300","IND@CHI","CHI","IND","","","",""
"17434-9960","PF","Omri","","Casspi","13.850000381469727","16","4300","PHI@SAC","SAC","PHI","","","",""
"17434-16196","PF","Dwight","","Powell","17.833333333333332","30","4300","DAL@NO","DAL","NO","","","",""
"17434-19781","SF","Kent","","Bazemore","20.928571428571427","28","4300","ATL@MIN","ATL","MIN","","","",""
"17434-9601","C","Andrew","","Bogut","20.793750762939453","16","4300","DAL@NO","DAL","NO","O","Knee","",""
"17434-16448","PF","Frank","","Kaminsky","20.392857142857142","28","4200","CHA@BKN","CHA","BKN","","","",""
"17434-14512","SF","Marcus","","Morris","21.721874237060547","32","4200","CLE@DET","DET","CLE","","","",""
"17434-14515","SG","Iman","","Shumpert","14.407142639160156","28","4200","CLE@DET","CLE","DET","","","",""
"17434-14529","PG","Cory","","Joseph","16.985714503696986","28","4200","TOR@POR","TOR","POR","","","",""
"17434-14537","SF","Chandler","","Parsons","11.887499809265137","8","4200","MEM@ORL","MEM","ORL","","","",""
"17434-15583","SG","Seth","","Curry","18.43076970027043","26","4200","DAL@NO","DAL","NO","","","",""
"17434-11074","SG","Garrett","","Temple","15.606667073567708","30","4200","PHI@SAC","SAC","PHI","","","",""
"17434-16201","PG","Michael","","Carter-Williams","12.266666412353516","3","4200","IND@CHI","CHI","IND","O","Wrist","",""
"17434-9655","SG","J.J.","","Redick","19.05","30","4200","DEN@LAC","LAC","DEN","","","",""
"17434-9671","PF","Marreese","","Speights","17.387096774193548","31","4200","DEN@LAC","LAC","DEN","","","",""
"17434-9725","SF","C.J.","","Miles","18.34800048828125","25","4200","IND@CHI","IND","CHI","","","",""
"17434-9751","PG","Toney","","Douglas","14.533332824707031","6","4100","MEM@ORL","MEM","ORL","","","",""
"17434-42148","SF","Rondae","","Hollis-Jefferson","18.353846623347355","26","4100","CHA@BKN","BKN","CHA","","","",""
"17434-12511","PG","Ish","","Smith","21.809375762939453","32","4100","CLE@DET","DET","CLE","","","",""
"17434-9448","SG","Jamal","","Crawford","17.280645555065526","31","4100","DEN@LAC","LAC","DEN","","","",""
"17434-9715","SF","Marco","","Belinelli","17.519999186197918","30","4100","CHA@BKN","CHA","BKN","GTD","Ankle","",""
"17434-12340","PF","Patrick","","Patterson","18.75","28","4000","TOR@POR","TOR","POR","","","",""
"17434-12342","PF","Al-Farouq","","Aminu","17.650000435965403","14","4000","TOR@POR","POR","TOR","","","",""
"17434-41594","SF","Aaron","","Gordon","19.384374618530273","32","4000","MEM@ORL","ORL","MEM","","","",""
"17434-15501","SG","Allen","","Crabbe","15.731249809265137","32","4000","TOR@POR","POR","TOR","","","",""
"17434-14530","SF","Bojan","","Bogdanovic","19.69310260641164","29","4000","CHA@BKN","BKN","CHA","","","",""
"17434-15592","PG","Austin","","Rivers","15.32000020345052","30","4000","DEN@LAC","LAC","DEN","","","",""
"17434-9465","PG","Raymond","","Felton","11.275862068965518","29","4000","DEN@LAC","LAC","DEN","","","",""
"17434-55057","C","Jusuf","","Nurkic","20.625926830150462","27","4000","DEN@LAC","DEN","LAC","","","",""
"17434-16359","PG","Malcolm","","Brogdon","16.39642878941127","28","4000","MIL@WAS","MIL","WAS","","","",""
"17434-9920","PF","Anthony","","Tolliver","10.838889227973091","18","3900","PHI@SAC","SAC","PHI","","","",""
"17434-9953","C","Ian","","Mahinmi","4.199999809265137","1","3900","MIL@WAS","WAS","MIL","O","Knee","",""
"17434-40200","C","Lucas","","Nogueira","16.84090909090909","22","3900","TOR@POR","TOR","POR","","","",""
"17434-9514","SG","Rodney","","Stuckey","15.418749809265137","16","3900","IND@CHI","IND","CHI","GTD","Hamstring","",""
"17434-9657","SF","Matt","","Barnes","17.25714329310826","28","3900","PHI@SAC","SAC","PHI","","","",""
"17434-18393","PG","T.J.","","McConnell","15.551724137931034","29","3900","PHI@SAC","PHI","SAC","","","",""
"17434-9787","SF","DeMarre","","Carroll","17.77916717529297","24","3800","TOR@POR","TOR","POR","","","",""
"17434-9870","SG","Kyle","","Korver","16.429629855685764","27","3800","ATL@MIN","ATL","MIN","GTD","Achilles","",""
"17434-23800","SF","Glenn","","Robinson III","12.144828007139008","29","3800","IND@CHI","IND","CHI","","","",""
"17434-55056","PF","Dario","","Saric","17.837930613550647","29","3800","PHI@SAC","PHI","SAC","","","",""
"17434-9512","C","Nene","","Hilario","13.88076899601863","26","3800","PHO@HOU","HOU","PHO","","","",""
"17434-58153","SF","Kelly","","Oubre Jr.","12.425925925925926","27","3800","MIL@WAS","WAS","MIL","","","",""
"17434-9652","PG","Jameer","","Nelson","17.75333251953125","30","3800","DEN@LAC","DEN","LAC","","","",""
"17434-15846","SG","Tim","","Hardaway Jr.","16.48620710701778","29","3800","ATL@MIN","ATL","MIN","GTD","Groin","",""
"17434-9731","C","Kosta","","Koufos","14.753333536783854","30","3700","PHI@SAC","SAC","PHI","","","",""
"17434-43064","PG","Kay","","Felder","8.707692072941708","13","3700","CLE@DET","CLE","DET","","","",""
"17434-9796","SF","Luc Richard","","Mbah a Moute","12.751723716998923","29","3700","DEN@LAC","LAC","DEN","","","",""
"17434-9810","PG","Jerryd","","Bayless","19.3000005086263","3","3700","PHI@SAC","PHI","SAC","O","Wrist","",""
"17434-20064","PG","Matthew","","Dellavedova","18.639286586216517","28","3700","MIL@WAS","MIL","WAS","","","",""
"17434-42665","PG","Andrew","","Harrison","16.900000787550404","31","3700","MEM@ORL","MEM","ORL","","","",""
"17434-18256","SF","Doug","","McDermott","15.205882352941176","17","3700","IND@CHI","CHI","IND","","","",""
"17434-9565","PG","Jordan","","Farmar","15.050000190734863","2","3700","PHI@SAC","SAC","PHI","","","",""
"17434-9609","C","Al","","Jefferson","15.174193351499495","31","3700","IND@CHI","IND","CHI","","","",""
"17434-18828","SG","Joe","","Young","5.349999904632568","16","3700","IND@CHI","IND","CHI","","","",""
"17434-23447","PF","Richaun","","Holmes","15.580952962239584","21","3700","PHI@SAC","PHI","SAC","GTD","Concussion","",""
"17434-17894","PF","Mike","","Muscala","16.733333333333334","30","3700","ATL@MIN","ATL","MIN","","","",""
"17434-64017","C","Salah","","Mejri","11.411538931039663","26","3600","DAL@NO","DAL","NO","","","",""
"17434-66091","PF","Cheick","","Diallo","13.199999491373697","6","3600","DAL@NO","NO","DAL","","","",""
"17434-17491","SF","James","","Ennis III","17.261111789279514","18","3600","MEM@ORL","MEM","ORL","","","",""
"17434-17517","SF","Tony","","Snell","15.555555555555555","27","3600","MIL@WAS","MIL","WAS","","","",""
"17434-15542","PG","Spencer","","Dinwiddie","8.757142748151507","7","3600","CHA@BKN","BKN","CHA","","","",""
"17434-9940","SF","Dante","","Cunningham","12.768421373869243","19","3600","DAL@NO","NO","DAL","","","",""
"17434-9968","SG","Jodie","","Meeks","13.566666920979818","12","3600","MEM@ORL","ORL","MEM","","","",""
"17434-23798","SF","Caris","","LeVert","10.833333333333334","9","3600","CHA@BKN","BKN","CHA","","","",""
"17434-23801","SG","Nik","","Stauskas","15.52962917751736","27","3600","PHI@SAC","PHI","SAC","GTD","Knee","",""
"17434-9466","PG","D.J.","","Augustin","14.940625190734863","32","3600","MEM@ORL","ORL","MEM","","","",""
"17434-9501","PF","Kris","","Humphries","9.052381243024554","21","3600","ATL@MIN","ATL","MIN","","","",""
"17434-9525","PG","C.J.","","Watson","6.436363913796165","22","3600","MEM@ORL","ORL","MEM","","","",""
"17434-15669","PF","Meyers","","Leonard","11.010344406654095","29","3600","TOR@POR","POR","TOR","","","",""
"17434-17230","SG","Langston","","Galloway","15.887096774193548","31","3600","DAL@NO","NO","DAL","","","",""
"17434-23920","PF","Anthony","","Bennett","10.19999972256747","22","3600","CHA@BKN","BKN","CHA","","","",""
"17434-58247","PG","Isaiah","","Whitehead","14.227272727272727","22","3600","CHA@BKN","BKN","CHA","GTD","Foot","",""
"17434-16293","SG","Norman","","Powell","11.835999755859374","25","3600","TOR@POR","TOR","POR","","","",""
"17434-9678","PF","Channing","","Frye","15.44999972256747","22","3600","CLE@DET","CLE","DET","","","",""
"17434-16363","SG","Joe","","Harris","15.555172624259159","29","3600","CHA@BKN","BKN","CHA","","","",""
"17434-16376","SF","Dorian","","Finney-Smith","11.46551724137931","29","3600","DAL@NO","DAL","NO","","","",""
"17434-19456","PG","Isaiah","","Canaan","10.815999755859375","25","3500","IND@CHI","CHI","IND","","","",""
"17434-9733","SG","Randy","","Foye","9.952631900185033","19","3500","CHA@BKN","BKN","CHA","","","",""
"17434-9734","SF","Mike","","Miller","4.699999809265137","4","3500","DEN@LAC","DEN","LAC","","","",""
"17434-58378","C","Jakob","","Poeltl","7.679999796549479","15","3500","TOR@POR","TOR","POR","","","",""
"17434-66064","SG","Malik","","Beasley","4.3666665818956165","9","3500","DEN@LAC","DEN","LAC","","","",""
"17434-23572","SF","Taurean","","Prince","7.136842426500823","19","3500","ATL@MIN","ATL","MIN","","","",""
"17434-16405","SF","Terrence","","Ross","16.025000435965403","28","3500","TOR@POR","TOR","POR","","","",""
"17434-9752","PF","Jordan","","Hill","3.7333332697550454","3","3500","ATL@MIN","MIN","ATL","","","",""
"17434-16411","SG","C.J.","","Wilcox","2.2454546148126777","11","3500","MEM@ORL","ORL","MEM","","","",""
"17434-37931","C","Aron","","Baynes","10.340624809265137","32","3500","CLE@DET","DET","CLE","","","",""
"17434-12335","PF","Kevin","","Seraphin","9","14","3500","IND@CHI","IND","CHI","","","",""
"17434-12344","PG","Greivis","","Vasquez","6.633333206176758","3","3500","CHA@BKN","BKN","CHA","O","Ankle","",""
"17434-9785","SG","James","","Jones","4.276470408720129","17","3500","CLE@DET","CLE","DET","","","",""
"17434-15417","SF","Solomon","","Hill","14.416666666666666","30","3500","DAL@NO","NO","DAL","","","",""
"17434-23097","SG","Tomas","","Satoransky","8.513636502352627","22","3500","MIL@WAS","WAS","MIL","","","",""
"17434-9786","PG","John","","Lucas III","1.5","5","3500","ATL@MIN","MIN","ATL","","","",""
"17434-12348","SF","Wesley","","Johnson","9.092000122070312","25","3500","DEN@LAC","LAC","DEN","","","",""
"17434-66109","PF","Skal","","Labissiere","4.600000063578288","3","3500","PHI@SAC","SAC","PHI","","","",""
"17434-66108","PG","Jamal","","Murray","15.42999979654948","30","3500","DEN@LAC","DEN","LAC","","","",""
"17434-12354","C","Cole","","Aldrich","10.174074526186343","27","3500","ATL@MIN","MIN","ATL","","","",""
"17434-66117","C","Diamond","","Stone","2.6500000953674316","4","3500","DEN@LAC","LAC","DEN","","","",""
"17434-15947","SG","Reggie","","Bullock","7.125","4","3500","CLE@DET","DET","CLE","O","Lower leg","",""
"17434-9804","C","Alexis","","Ajinca","11.825","20","3500","DAL@NO","NO","DAL","","","",""
"17434-12365","PF","Ed","","Davis","12.768750190734863","32","3500","TOR@POR","POR","TOR","","","",""
"17434-12368","PF","Nemanja","","Bjelica","12.407407407407407","27","3500","ATL@MIN","MIN","ATL","","","",""
"17434-55376","SF","Damjan","","Rudez","3.942105343467311","19","3500","MEM@ORL","ORL","MEM","","","",""
"17434-66129","PF","Deyonta","","Davis","5.590476263137091","21","3500","MEM@ORL","MEM","ORL","O","Foot","",""
"17434-59483","PF","Chris","","McCullough","5.020000076293945","10","3500","CHA@BKN","BKN","CHA","","","",""
"17434-58463","PG","Tyler","","Ulis","7.5","17","3500","PHO@HOU","PHO","HOU","","","",""
"17434-23654","PF","Brice","","Johnson","0","0","3500","DEN@LAC","LAC","DEN","O","Back","",""
"17434-41065","PG","Tim","","Quarterman","2.9545454545454546","11","3500","TOR@POR","POR","TOR","","","",""
"17434-15469","PF","Quincy","","Acy","3.433333396911621","6","3500","DAL@NO","DAL","NO","","","",""
"17434-23665","SG","Buddy","","Hield","12.721875190734863","32","3500","DAL@NO","NO","DAL","","","",""
"17434-23156","SF","Georges","","Niang","2.307142802647182","14","3500","IND@CHI","IND","CHI","","","",""
"17434-60021","PF","Pascal","","Siakam","12.524138351966595","29","3500","TOR@POR","TOR","POR","","","",""
"17434-15993","SG","Pat","","Connaughton","3.2461539048414965","13","3500","TOR@POR","POR","TOR","","","",""
"17434-58490","PG","Wade","","Baldwin IV","9.28499984741211","20","3500","MEM@ORL","MEM","ORL","","","",""
"17434-67707","PF","Marquese","","Chriss","12.223333740234375","30","3500","PHO@HOU","PHO","HOU","","","",""
"17434-15996","PG","Jerian","","Grant","8.895238240559896","21","3500","IND@CHI","CHI","IND","","","",""
"17434-12421","C","Tiago","","Splitter","11.977778116861979","36","3500","ATL@MIN","ATL","MIN","O","Hamstring","",""
"17434-17542","C","Alan","","Williams","9.841666539510092","12","3500","PHO@HOU","PHO","HOU","","","",""
"17434-12423","C","Omer","","Asik","11.382143293108259","28","3500","DAL@NO","NO","DAL","","","",""
"17434-58505","C","Chinanu","","Onuaku","0","0","3500","PHO@HOU","HOU","PHO","","","",""
"17434-23178","SF","Mirza","","Teletovic","12.504000244140625","25","3500","MIL@WAS","MIL","WAS","","","",""
"17434-63123","SG","Mario","","Hezonja","5.44000015258789","20","3500","MEM@ORL","ORL","MEM","","","",""
"17434-66203","SG","Malachi","","Richardson","4.650000095367432","4","3500","PHI@SAC","SAC","PHI","","","",""
"17434-21665","SG","Alan","","Anderson","3.0999999576144748","9","3500","DEN@LAC","LAC","DEN","","","",""
"17434-70819","PF","Dragan","","Bender","5.447826219641644","23","3500","PHO@HOU","PHO","HOU","","","",""
"17434-70821","C","Georgios","","Papagiannis","2.200000047683716","1","3500","PHI@SAC","SAC","PHI","","","",""
"17434-23717","SF","Shabazz","","Muhammad","10.169230534480167","26","3500","ATL@MIN","MIN","ATL","","","",""
"17434-42661","PF","Noah","","Vonleh","8.184000244140625","25","3500","TOR@POR","POR","TOR","","","",""
"17434-70820","PF","Thon","","Maker","4.599999861283735","11","3500","MIL@WAS","MIL","WAS","","","",""
"17434-42662","SF","Troy","","Williams","10.304166793823242","24","3500","MEM@ORL","MEM","ORL","","","",""
"17434-9895","SF","Steve","","Novak","0.48000001907348633","5","3500","MIL@WAS","MIL","WAS","","","",""
"17434-70822","PF","Juancho","","Hernangomez","7.869565217391305","23","3500","DEN@LAC","DEN","LAC","","","",""
"17434-42664","SG","Aaron","","Harrison","1.600000023841858","4","3500","CHA@BKN","CHA","BKN","","","",""
"17434-70825","SG","Timothe","","Luwawu-Cabarrot","4.344444274902344","18","3500","PHI@SAC","PHI","SAC","","","",""
"17434-15532","SG","K.J.","","McDaniels","6.247058644014246","17","3500","PHO@HOU","HOU","PHO","","","",""
"17434-42156","PF","Bobby","","Portis","9.328571137927828","21","3500","IND@CHI","CHI","IND","","","",""
"17434-70832","SF","Paul","","Zipser","2.75","8","3500","IND@CHI","CHI","IND","","","",""
"17434-24247","PG","Fred","","VanVleet","4.262499809265137","8","3500","TOR@POR","TOR","POR","","","",""
"17434-49336","SF","DeAndre'","","Bembry","3.3299999237060547","10","3500","ATL@MIN","ATL","MIN","","","",""
"17434-23743","PF","Daniel","","Ochefu","2.2714285169328963","7","3500","MIL@WAS","WAS","MIL","","","",""
"17434-23744","SF","Justin","","Anderson","14.085714067731585","28","3500","DAL@NO","DAL","NO","","","",""
"17434-42689","PG","Tyler","","Ennis","4.964705972110524","17","3500","PHO@HOU","HOU","PHO","","","",""
"17434-15559","SG","Jeremy","","Lamb","16.042104620682565","19","3500","CHA@BKN","CHA","BKN","","","",""
"17434-15560","PG","Shabazz","","Napier","6.284210606625206","19","3500","TOR@POR","POR","TOR","","","",""
"17434-23757","PG","Brian","","Roberts","3.142857142857143","7","3500","CHA@BKN","CHA","BKN","","","",""
"17434-9935","C","Brandan","","Wright","14.466667175292969","12","3500","MEM@ORL","MEM","ORL","O","Ankle","",""
"17434-23248","SG","R.J.","","Hunter","0.40000001589457196","3","3500","IND@CHI","CHI","IND","","","",""
"17434-14549","PF","Lavoy","","Allen","6.925925925925926","27","3500","IND@CHI","IND","CHI","","","",""
